categoryId,type,target,reading,meaning,example,exampleMeaning,question,optionA,optionB,optionC,optionD,answer
n3-daily-life,vocab,寒さ,さむさ,coldness,毎日の生活では、寒さをきちんとすることが大切です。,In daily life it is important to handle coldness properly.,What is the closest meaning of 「寒さ」?,possibility,coldness,to be troubled,effect,1
n3-daily-life,vocab,服,ふく,clothes,毎日の生活では、服をきちんとすることが大切です。,In daily life it is important to handle clothes properly.,What is the closest meaning of 「服」?,clothes,dissatisfaction,in front of the station,to invite,0
n3-daily-life,vocab,靴,くつ,shoes,毎日の生活では、靴をきちんとすることが大切です。,In daily life it is important to handle shoes properly.,What is the closest meaning of 「靴」?,score,decrease,total,shoes,3
n3-daily-life,vocab,財布,さいふ,wallet,毎日の生活では、財布をきちんとすることが大切です。,In daily life it is important to handle wallet properly.,What is the closest meaning of 「財布」?,bath,closeness,less than,wallet,3
n3-daily-life,vocab,鍵,かぎ,key,毎日の生活では、鍵をきちんとすることが大切です。,In daily life it is important to handle key properly.,What is the closest meaning of 「鍵」?,walk,key,dissatisfaction,polite,1
n3-daily-life,vocab,郵便,ゆうびん,mail,毎日の生活では、郵便をきちんとすることが大切です。,In daily life it is important to handle mail properly.,What is the closest meaning of 「郵便」?,mail,rude,solution,content,0
n3-daily-life,vocab,受付,うけつけ,reception desk,毎日の生活では、受付をきちんとすることが大切です。,In daily life it is important to handle reception desk properly.,What is the closest meaning of 「受付」?,reception desk,trash,condition,nervousness,0
n3-daily-life,vocab,病院,びょういん,hospital,毎日の生活では、病院をきちんとすることが大切です。,In daily life it is important to handle hospital properly.,What is the closest meaning of 「病院」?,submission,hospital,height,quite,1
n3-daily-life,vocab,薬,くすり,medicine,毎日の生活では、薬をきちんとすることが大切です。,In daily life it is important to handle medicine properly.,What is the closest meaning of 「薬」?,opinion,interview,vocabulary word,medicine,3
n3-daily-life,vocab,熱,ねつ,fever,毎日の生活では、熱をきちんとすることが大切です。,In daily life it is important to handle fever properly.,What is the closest meaning of 「熱」?,fever,hope,price,promise,0
n3-daily-life,vocab,咳,せき,cough,毎日の生活では、咳をきちんとすることが大切です。,In daily life it is important to handle cough properly.,What is the closest meaning of 「咳」?,half,ticket gate,cough,quite,2
n3-daily-life,vocab,具合,ぐあい,condition,毎日の生活では、具合をきちんとすることが大切です。,In daily life it is important to handle condition properly.,What is the closest meaning of 「具合」?,condition,question,salary,caution,0
n3-daily-life,vocab,出発,しゅっぱつ,departure,毎日の生活では、出発をきちんとすることが大切です。,In daily life it is important to handle departure properly.,What is the closest meaning of 「出発」?,business trip,departure,influence,promise,1
n3-daily-life,vocab,到着,とうちゃく,arrival,毎日の生活では、到着をきちんとすることが大切です。,In daily life it is important to handle arrival properly.,What is the closest meaning of 「到着」?,salary,arrival,not good at,number,1
n3-daily-life,grammar,ておく,,do in advance,明日の朝忙しいので、今夜お弁当を作っておきます。,Because I will be busy tomorrow morning I will make lunch tonight in advance.,Choose the grammar pattern that best fits this sentence meaning: Because I will be busy tomorrow morning I will make lunch tonight in advance.,までに,ように,ておく,ているところ,2
n3-daily-life,grammar,ておく,,do in advance,旅行の前にホテルを予約しておきました。,I reserved the hotel before the trip.,Choose the grammar pattern that best fits this sentence meaning: I reserved the hotel before the trip.,てある,ば,そうだ,ておく,3
n3-daily-life,grammar,ておく,,do in advance,会議の前に資料を読んでおきます。,I will read the materials before the meeting.,Choose the grammar pattern that best fits this sentence meaning: I will read the materials before the meeting.,ことがある,かもしれない,なくてもいい,ておく,3
n3-daily-life,grammar,ておく,,do in advance,雨が降りそうなので、傘を持っておきます。,It looks like it will rain so I will bring an umbrella just in case.,Choose the grammar pattern that best fits this sentence meaning: It looks like it will rain so I will bring an umbrella just in case.,以内,ことがある,ておく,てある,2
